Vessel Type,Scrubber,DWT mt,SSW Draft m,Max Age yrs,LOA m,Beam m,TPC,Grain cbm,Cargo Quantity mt,Diesel at Sea
Baltic BCI 182 Type,Non-scrubber fitted,182000,18.2,10,292,45,123,199500,160000,No diesel at sea
